Field1,Field2,Field3,Field4,Field5,Field6
b456f24837aa8d94,pfx,FAIGB,5061,5a7f80ee2a,4aa62b2c945d
4888e5957e928f94,qva,KNRPJ,8388,7b8cef9bce,0aed93035097
74acebb9d354578b,qdh,LCUTA,0731,54ae1bcd1e,2ac609c7870c
d1774e7180abde23,cmj,DKFLJ,4904,4517885559,0a945dff64ef
8b05638b1df47e5e,onq,ABRHI,2690,34b2799eb8,766ad4481650
109bd2516ae6dc64,hvz,MXJKQ,1645,23ef9c56d2,7b764957e32d
b8d4d1d53fda4d4a,yjr,LYLYL,0154,49ee9eefcc,ee2ae7d7001d
7ad592a9fca3b8be,pia,QWJJG,8989,e11b91b947,1b47e50569fa
e74c6d96f6c6cdad,hrc,CEYNM,5867,7ee6881545,881fb3387dd0
2655e35480287fb2,com,RUHWB,4897,1bd136a7c0,ed1ef70c919b
bc066c1fcca75cbd,qbx,OIGHR,4562,cb735e0199,88c3e07cb9a3
77976ac6ca791e96,ilh,HUXRK,1295,8f3a11d4c5,4ff4319fe750
cc5fd0c009e4dd5c,bxb,ZHADT,6859,f66ea65365,770cf349343d
b17b26942f8158c6,qyq,EVEFV,3263,810105e0aa,9b3780cc622a
d2462ce0f00fc93a,oyd,JKYGW,6914,e7aaf4c438,16a4130bd47c
a97817a28f806c0e,idi,OIRRA,7501,71fe4053e0,9758541f7a29
a22707664eeb4d25,hel,MHJJO,8167,911c79e36f,763cea33720e
2381b779b6797ba9,ixl,GYLZT,5880,74aa9dc7c8,f97b8299c309
ec4496daa2b2ac45,cfe,SZECC,4270,270738e4b1,992633e7b7b5
ccdee8b76b6e0f2c,vsp,YXQTK,6235,16314b9141,79f2dd117268
ba692d0fbb1fa45e,qbx,KVRNK,4562,ee200e3fc7,88c3e07cb9a3
8dcb9c74505a9ccf,ogq,TFTAQ,6240,9e5c584f97,5e3b857f7081
325249bebf089fa6,irb,DZCAW,3971,f99b8763d8,b49bde4b6065
424b86698086e61b,rch,TSSOI,0562,41b6f2290e,ca856272a84d
cb7aa6379343e12d,wkf,FGPAF,4759,7a2d472df1,599ad0c69db8
683760f4b6a1edb0,fvv,ZHADT,3297,dbdb646f98,cb29175f00e9
10acbfef5c4aa37b,tsy,RMHRC,0562,114120af91,053bfcad4aae
bc882700ba7b4f5c,rsa,ZHUYG,4661,9ad3ee4b10,22f38fa125e0
e076d3103055fd36,zsr,WFMBB,1958,2c3a7133e1,0eff5170604b
adac0dd319202342,oka,MMLRE,4767,540c51f3cd,4e1f6d4dcb8d
9b1c3091c0886c8c,dqt,GGNCX,7354,1e0b18516d,a52bd5d6af81
3327ec8ba989f8c0,rlo,CWFDM,3594,55a0a7c494,e7b7de8d6ece
087df2b0d6a5af2e,orb,DPDPM,7953,2330df96e2,7db0a36084cf
5cc0b6e58d52201e,kit,GGNCX,5867,742b4256c6,0ab953a9d0be
c42c84471cef6e8d,gml,VZEQA,8927,76654b05f3,64fe5c1ebbeb
606f22dd16271423,imo,FAIGB,4767,8446b376be,c02fd30a7f8e
6fe1b93e199787a9,yxf,TOTUJ,2751,16d6856272,455de12c5232
18ae58b57e8a6f15,tfo,MCMMS,5083,31fa0b6480,18fa16171ad4
c20e3295cb1d0cda,loz,LELYP,7553,2549cf748f,643ef76e8188
10efb7a5f697531f,ayu,HEZKB,1613,1c60e4f7c9,8b664b4647f4
e77e86484d61202b,jbq,VCROF,5541,393a76f083,93bf11a357e0
360a202d6a038332,hom,KHEEK,7168,c1b98dda21,2177617ddd03
e7e00b7666505918,thg,CUCUE,9226,cbbd99a905,2b4c06e0b0b0
8eb57b845b957d7d,irb,BKSJD,3971,c46b2fdfc8,b49bde4b6065
83822995aa2a2b14,asl,XIXJR,6919,50c54aed1b,c5f8b62d0f89
af719c5b798a7097,lns,IISBM,4657,992962719b,0af2f9fd60e6
c809dc6e65473b9e,ofd,CUFOR,9169,18e61ec78c,0a2ca8694c33
0d35f0cc22b222a6,ebu,VZEQA,2751,76654b05f3,eadc896a1396
4993c6d7e95c5f16,cwa,LYLYL,5867,ed8baa1b7d,cc55c35c477d
8416cf16fd14216e,tlu,VMJSK,7262,5602c95d6d,35ec7db84afa
e157448a233d5a64,kjj,HLNXG,5719,2f47c4a31a,c5b11d21a14a
67081753478b498f,kew,HGRGP,7168,5cdc100fea,d8d543d9b9dc
04554953707425ef,tgc,ZXEFQ,2133,1e2a8a8a0a,8dd03a3156b0
71359279c883960e,thg,MMYJX,6715,e86b4e6cdd,9ec25c97122f
c5ddf7fdb83526dc,xlv,LELYP,3896,f2acd0d8ee,613892d0f30f
f7748d35b89d9f54,gxk,GYLZT,3421,74aa9dc7c8,a26ad113770d
273d70b030824b47,vzy,DCIGL,2133,f0f15db0b2,b4f05e98204b
75aeb29feb9b6ad6,sqh,CGWPK,8810,1b1900a6df,cf9b8a7ad227
af952cd36355ad56,amj,WQBYS,2334,4d52c73905,f2a9d58980ef
2a17f926ad784c32,rfr,MCRVT,7313,659cbd57dc,d602bb3a1cef
056bae224d330b06,fvp,WNVLU,3833,77b6239b21,0a77ffe803cd
3065c75c9ced65a7,tvx,LELYP,1354,f940fe19e9,0538b53b4c55
ea187850357c3aae,odm,WVHLD,7817,06cc6191c0,5ac3b713a685
833e10bf27578625,mje,MHJJO,5394,911c79e36f,caa24ad21a7e
2da139188d05fa2b,axv,FQKNG,0791,5721d1b43a,b86108b6929b
34861dc964cfa7d2,zvt,XHAPI,7758,30487891ea,ad65b0fded25
376397ca57c90ca3,qzy,XXVTS,5976,b3e6970ff5,0308b1d6c94e
6e18bbda14ce1b35,kju,IFFWQ,6500,775abaaf4f,ea1bcf70a923
4ba94c3c84218c15,zye,FYVGI,0954,33279d269f,4d137f7f944c
c8a63f5b7a7331fd,clm,ZXEFQ,3175,129fba7f50,bda97b9d269b
da20152e4db1d9d7,cxm,OUGWV,9149,5fb18d4dbb,a379c974fa01
4de719ac9a95dc5d,cmj,JYTGU,4904,b55b616a33,0a945dff64ef
410ae34a7831fbc8,cyl,SSRWU,8754,729409fac9,1b6e1cfe6f7e
5efa173dc559ec7f,tlj,EMUJF,4375,f9a5d12c0f,f360d526f8c0
e12aa36f94ec21f7,jqr,AJGRI,1360,888ca1823c,8e91cb2aeb2c
32d4c753c2b24e65,cfe,UBOJJ,6525,4f5274bcbb,1ec990539add
5623388d53d51a88,kjj,ZXCSG,9200,79bc6eb9d0,eda50918cdd6
e98c32f5dc889e4d,gxk,HOWWG,3716,4d02da4623,c320b5ac4211
be48a526a8e1ad00,ogc,BPXGM,4429,a7c31ee1cc,40715880ebd3
22d7ccd9f265549a,ksh,VMJSK,6071,5602c95d6d,f159a17eccf7
df243c1f64e8caff,jbq,AMZET,5541,e6c0dbdcbf,93bf11a357e0
966e494d7b3811aa,zoq,HUXRK,9906,8f3a11d4c5,fb49cb799c91
f683bdcf180b5782,zld,MBTXL,4783,99fc3d52dc,dab2df1d86a8
d6007591b1bc9d19,rvw,SDZIQ,1991,223d92d6d0,56163d4d9739
e12536fa2a2e7e68,hlf,IXVGB,3315,ff324457f9,adeb5cf48933
7239ebf1a51d4c0a,cra,LYLYL,5113,49ee9eefcc,0efeb030c551
30edb1bc20c44fb2,fjp,CUFOR,6500,18e61ec78c,00f815b96a8a
e891eeaf404e01ba,pyl,FPJQE,2482,4ca0435381,68b502d9c4db
9f10097a84e376f7,ibq,XHEKP,6299,f90adad566,ec9168503bfa
37552fc9395bb086,ayu,ZQJVM,7083,dddf20e322,753872ab39c9
9179d0fb77a3031c,kfl,UFYFO,7313,63fedd46b8,a838f421a431
c1887dd638873b0d,njo,EMUJF,1819,96b951597e,c124bcef8560
61e93371bbf7a273,jpo,QPTEB,7953,a100dc105f,8eafae08fbda
e1d7461984e72966,ksv,DFDGB,7758,1cc819195c,39122fb8c283
32cb57ed0d3caeaf,gba,RMHRC,5071,883bb1a13f,5e67bdcec4de
7ff523f76bca8e4f,pno,VJCRB,4429,3cb29d8518,a084e67e8632
7ec2e988056293d2,orp,FAIGB,2466,5a7f80ee2a,e7ae9373f17d
0f148334e52667d8,qbx,ABRHI,4721,34b2799eb8,45b895d6a057
66383f462015f2da,lbv,LYLYL,4391,272e1eb237,5f0f8607a714
670b064ec33c11d1,com,KNRPJ,8969,e6c15d7bb5,58e12acfc858
7ddba19a92b13204,kju,OUGWV,6240,8f8b28fd29,da5303b4c8fc
2209780b78765c1f,xhz,QIIIC,9944,011d48774c,d811b2916f5a
d4658b0db9b94a53,lcd,TXKOL,8969,7c2c766715,c52bc132fca5
f1ac59204e450cab,tgd,BWXTZ,7650,11b9ec7404,057504e6b0f1
18686350b6dc925a,alz,MIHGI,7124,9eb012a8bf,442c526d52c6
c2fa0a5e6d74fab8,aiq,ZXCSG,2494,43ca90efa3,e1363767d270
b1199d09e4474177,fvp,LELYP,2062,f409be35ef,61e91abdc38a
8e8fa0a9e787791b,gxk,VCROF,0280,736929bdd3,791b67fd8c01
85a8ee596fac12eb,cfy,OIGHR,2062,22bb264e2c,20ea5b85f5e3
54202f940607ecf1,ism,MYWML,1547,68e9df46ce,5f38a951aa92
e70ad99b09e465dc,knz,BKSJD,3315,93be6dae7d,07a45a992781
86275aff520a8e45,ngw,CUCUE,3516,90c637427b,82e03c0869aa
822a815c5ad709ca,kaz,TXKOL,2294,1c3421c75e,e1449e699280
71ab9d69ac7cc4f2,mbp,UOUFB,6319,1540ab56b5,4f5db0df68e0
a3d9e0dbd6cb9e72,wry,FEJGY,5445,13d2278729,2a89d13bb5e0
e818112daaf23f52,apz,SZECC,9130,7ac228fce0,a61c89f608f3
a5e92b4c331e157c,xra,GYLZT,4897,ff0f2f5686,6c0ed22c17c2
ff95c6a323dc2b39,oka,KWBYF,0883,d7a92d44d8,8ffaab4387af
8ca74744e918cc0f,glq,LELYP,1977,2549cf748f,ee398555ad18
dd560a5264e441cd,hyv,CPRZP,6914,e9c470c7a6,9859e5de9709
9f0fddc82b33279f,ism,DKFLJ,1547,ad330fb30c,5f38a951aa92
da2afd34c83c7414,isz,VJIOM,2666,feb5f4f972,5fa3d057e60e
97680dfb0e2aaccf,anl,MUYIS,1989,f39ee882ff,e2df57f33a3d
7b81000802266f3f,aka,RDNQO,7567,ea6ef6013c,6449501bc0db
7373c0a9d9c55bc3,tvg,CTXUZ,2287,e95059c84b,21f5c64db8ef
198125e3e7cd86e3,qay,ZQJVM,3212,66b0c5a307,1d274becdca6
986fda2878eee952,glq,CUFOR,0874,9cb3fad9c4,77adcb08754e
8fa2095ff4c15d0f,awh,UJGQY,1310,807ad2e5c9,6ee8335f7c77
e064349ab32dddd2,xmo,IISBM,6593,1691b7285e,bf6b93e8720e
d8a97b9e73fb9a33,wkf,HGRGP,6769,86431b4b19,c7c02687ea6b
0208b6a818ab19cb,wlp,CWFDM,2599,55a0a7c494,de2e0b843018
667a8c544cc942b8,vji,IXVGB,8410,220807d25e,3e67678a9896
b7770e9063fee790,ezv,EMUJF,0309,d1e78f85a8,f5850b41eb6e
926c554dba9be971,bjt,MHJJO,7442,bc7e86094b,c10df8474ede
1d3bc24dc8c1b634,jax,KKTUJ,7811,6c599be4c4,1ecdd3dde531
7a6ca80bd7d38ca4,qvm,BKSJD,0154,c46b2fdfc8,6128f477ca3d
2411769587a19960,bbc,RYDIJ,2547,393cb48ed1,df126877c3b9
4a17484370102755,qyq,UEBPV,7548,bc3281f103,2fd8ce457962
f98233ef732eff55,smv,TXKOL,2494,7c2c766715,82d985923d94
89e1cc33ae3182ee,ruv,AIVCN,3594,9eff0fe2b3,78eb3ed2f155
e4ccc042423423b8,btn,PNMHE,7420,3419f45bff,4f18034ef5e8
d54215a5fbb28390,ofz,CKAAS,4843,07a45c7d75,f6167edf4be6
07ce01bdffa1aae3,gjn,HKETL,9944,c4dbe06ec2,fa7c2e9d70ed
8fe78443f2581f9f,cra,ZBDWE,1819,3ea59d732f,f123acebd328
dc732a8e181ae099,gxk,MZGMO,6299,d0cebad955,5d761beb5d31
54d283eb63e0c697,ism,OGTKA,6368,79698d6c4f,cb9cf02f86e9
0c788f43185eeaca,jpy,YXQTK,6590,5cf043020b,110d75fc24b0
d7ee254e267f6c38,riq,ZNFYP,9854,6aafb05c17,fcf184646549
f9bcb90f25b17ac6,cfy,VJIOM,3048,8e3337c91e,8e1b25315318
7f9206085e004fae,zwl,ECFVG,8240,f9ec4e7146,2a5877d2cf0c
f9c16b23ab8bf053,hel,QIIIC,7294,e24112c70f,11c8de7f2109
7c8ee450f8a9f79e,jag,KDZHW,0196,33a3fa7e65,4f8276a2f43c
1bf38783a4cf91a0,oyd,NLWBN,6914,ce5f79345a,16a4130bd47c
a57d9b3f4bf578fa,qdh,DFOAG,0731,31a79cf65a,2ac609c7870c
7b165eb3374abc55,lzx,KWBYF,9333,1efb5d1b06,afa6d5683414
8117230c2b62924d,leu,NWXAM,9149,12a82aea16,363e98bc6def
