Field1,Field2,Field3,Field4,Field5,Field6
b19b7620a2a6503c,cfy,LKFXR,9718,ca0dc87506,f79b62e79d8b
6573c9c44aa61c86,dtf,JPDAB,3630,40662e339b,436e9c8ffcff
817966cc94013ea8,tuf,FFDRW,1259,e16e12bf08,617c250348c3
975c5a8e7e22ca73,bej,EYBIE,1714,fe55aede36,f8e0bfe78ad0
b9782ccfd4601c17,nzu,MPTOI,9676,bbc87e6905,4b663d9f8ed8
62b4bf936f31c340,wku,WRDMH,3112,fd1a92fce5,a93f135b8ed2
9013e18a502e6dd7,yev,LKFXR,5610,b1d03c3a6d,65368eb62540
5b0f601e8ab0a046,rme,TKQJJ,1786,b5cede7687,9d62f701ffbe
4cde4ad17c425a4d,yev,TQUSG,1743,a13e9ec5b2,5a5fd3331e49
7b3ca7922629776d,nzu,EYBIE,8716,afb95b6e04,b48a7d310c29
84ebad94902ab1f9,cgj,KTSKQ,7272,21bee10210,aae03b6583a0
256825a26bee3e35,tvo,TQUSG,3112,f26f8eb3aa,c07180626934
8449a52eb9e1146e,seq,RACKQ,0176,aff5029f23,6d9c23fff3ee
8e591e1b87c1a8b1,plz,CPATY,1869,a7d20bc820,8c9638c981ce
10c5787de2529b45,cfy,UUXDK,3087,cb439b2cf4,a38e95f63333
05373794b79a45cf,cfy,EYBIE,9718,7a18c55f6f,f79b62e79d8b
b2a5abf839ef44b6,wku,JPDAB,3112,d1d5d43d29,a93f135b8ed2
065631fd3ce33a24,xdb,EYBIE,2155,afb95b6e04,7b1b7f96dc60
2c481b95944a2fd3,fki,WRDMH,3689,bd0a7842c0,ad1136c4e2a1
33eb720bb873a522,cfy,SKUAV,9718,e6fc474163,f79b62e79d8b
e57b813d95b8325f,yev,UUXDK,5937,6907205f8f,559bc4b27ca6
3f72ddcc257f7135,msp,EYBIE,7964,7a18c55f6f,9838fc96d5c3
7fb6d692470bb3b9,yar,FFDRW,4473,e16e12bf08,c5bb504a1bc8
e7ddc04651412ef1,wku,SKUAV,2155,e6fc474163,f0fd168049cd
faecd65bcfecf38d,cfy,KDXGP,9846,e01e6a26ac,2e75ba400114
37030757e7d5b7f4,ace,CYFTC,2155,14b40b22d0,c56ced888b8c
1979ecd3d8de062a,cfy,CYFTC,9846,14b40b22d0,2e75ba400114
9ac0a66394e0aed1,yar,TKQJJ,4473,8c6cdc5a7e,c5bb504a1bc8
e9913ed2b44f60cc,plz,XRIUV,6889,2d39042d65,1e0603faaa28
011ea7e80ed4197b,seq,XRIUV,0176,db342233ee,6d9c23fff3ee
3b74ed38c9ea78cb,wdm,DYCIB,0075,55990a026b,bcc5bf01e9be
e37ef4710c9ed848,wku,TKQJJ,2155,7748687c3a,f0fd168049cd
d617f06a7ec37ef0,cfy,TQUSG,1672,a13e9ec5b2,d9acedb8b93c
b738306188906100,jbz,IAJYM,3112,3808c9b213,373988238c4c
b8d2c370617fbbc0,xor,FFDRW,8361,c305fb2521,05541338b580
91133910fbe303af,swb,LKFXR,1259,ca0dc87506,3bfe14dacc61
2389de71f3b7a4e5,yev,CYFTC,1743,be97904950,5a5fd3331e49
ed8bbce62e736109,ace,KNOWX,3174,6a9f674e15,ca7d3d2f9a7f
e4b00559650326d4,nxm,VHFLE,3174,fc804b7566,46a0e8c295ae
a9bc04b5cf9fe55e,yar,KTSKQ,0241,781c8e1169,a6435a3674b0
8861fe32ce29721f,dtf,RACKQ,4671,aff5029f23,c423fa599eb5
1ad37933d5564636,yar,CYFTC,0241,e9a4ff0b6f,a6435a3674b0
0cc17a36a31f120d,rme,WMJTI,1786,ead22fde58,9d62f701ffbe
91fa3ba329fdb5ea,ace,WMJTI,2155,3f7d2b3e21,c56ced888b8c
8c764c4d0b5bc6c8,xte,SFGVS,3112,95b00b05b3,0c98fd1d552c
82b4e1da981b1168,sxy,FGTQQ,2312,5932d14b60,6c3ffb32386a
7f97d71fb85e9861,yar,CYFTC,1786,d885108a2c,3b679e4873ec
ad78f80b79bc841f,ace,IAJYM,3174,3808c9b213,ca7d3d2f9a7f
22684d0a741bf697,plz,CYFTC,8415,e536bdcb77,55a959ffe748
187fc9debd47faf7,yev,KNOWX,5610,cd3df69b9a,65368eb62540
225d893da0229e5b,cgj,SKUAV,7272,aee9c13e2f,aae03b6583a0
949c23dccbc94cba,zcx,EYBIE,2513,3a91e70f72,02c0059bf7d4
9b9e6b0af16ac9d3,zcx,CYFTC,0075,f38220bf40,f4fc9d0a4b0a
d943f0bda51aa736,yar,CYFTC,4473,3efab7a032,c5bb504a1bc8
2c1cbffeac145c15,wdm,MPTOI,0075,f3398e2c2a,bcc5bf01e9be
4c5b2ebdbaff236b,plz,VHFLE,8415,fc804b7566,55a959ffe748
eb29fe75ba073d1b,zcx,XRIUV,0075,7a644dd7d1,f4fc9d0a4b0a
c7c92d3144723c05,udm,WRDMH,7788,5250fc679b,38794dcd0387
a1269c68ab05cd15,jbz,RACKQ,3112,aff5029f23,373988238c4c
63af1a654f53fce4,msp,UUXDK,7964,00382573df,9838fc96d5c3
61a9700b65ab7ff2,yar,EYBIE,9718,7a18c55f6f,829eb09ee08b
cdaa8a019431a33a,plz,TKQJJ,8415,8c6cdc5a7e,55a959ffe748
88793cb062df3d5a,reg,UUXDK,9069,24a75a93fd,af019d6892f2
fb2d0b3265498368,bjd,FFQCT,1869,dc05161525,19904f639461
2af6725dd7e34596,cfy,XRIUV,9846,2d39042d65,2e75ba400114
cb46c7d1d243bded,brl,CYFTC,4671,be97904950,6f51a7181e54
2852531f0275c1b8,nxm,RACKQ,2513,43f89cf2f7,3c3684e8b1cd
23cb37405b684148,plz,KTSKQ,1869,a62b425ed2,8c9638c981ce
d2f89fa38db45cba,udm,KTSKQ,7788,781c8e1169,38794dcd0387
729a0c5ab3b957aa,yar,JPDAB,4473,9fff632e65,c5bb504a1bc8
11fd4c307a837dc5,eoh,XRIUV,1714,db342233ee,c02284a7b0d3
c0bd6ac778675fae,fki,RACKQ,3087,43f89cf2f7,5042ac8f7f9d
7e5859114c9533a0,ace,UUXDK,6616,24a75a93fd,aff079aefea7
9b7e4760983f25d1,xor,CYFTC,5610,d885108a2c,09d0af1ae1d7
d5d51987799fad61,zcx,TQUSG,3112,a3266364ed,1082b0f26c38
805c168e465b99f0,plz,KNOWX,6889,6a9f674e15,1e0603faaa28
4bad0215afc7d900,msp,TKQJJ,3604,7748687c3a,18baadfdc8d1
20725a51e2895dd6,ace,TQUSG,6616,f26f8eb3aa,aff079aefea7
ea347ce85e2a55a9,tuf,EYBIE,1259,7a18c55f6f,617c250348c3
130925bb88e3313f,yev,EYBIE,7964,3a91e70f72,d86cbb044ad2
77000eea5b73ab78,yev,TQUSG,7964,f26f8eb3aa,d86cbb044ad2
cd66a52e2cf900af,xor,KTSKQ,1672,8a8e06719b,8926fc453bfd
9b3f037d1feab013,xdb,RACKQ,2155,43f89cf2f7,7b1b7f96dc60
e599fc747f18ecc6,cfy,WATJZ,3087,d312747e92,a38e95f63333
840ffa719322a7a8,nzu,TKQJJ,8361,8c6cdc5a7e,fe4f3d951650
527390d8d71df147,yev,KTSKQ,7964,8a8e06719b,d86cbb044ad2
6fb675b238fda86d,msp,KTSKQ,4244,781c8e1169,fee4661749c6
4dd0d8bc2931d2a6,nmz,JPDAB,1714,40662e339b,24e53d45c6b9
e78dea08e2530be4,cfy,VHFLE,1672,4784f92251,d9acedb8b93c
0a07d9c89ded1afb,cfy,TNWBH,3087,9011ee1a43,a38e95f63333
a37dba52f638494e,fki,KDXGP,3087,5d4ff977ed,5042ac8f7f9d
d3218fb0dca9eaa3,nmz,FYFTN,7964,2af71c6784,42f28733ae9b
754fa85578c1d9d9,nmz,WMJTI,1714,ead22fde58,24e53d45c6b9
bb23791fab23586d,xdb,VHFLE,2155,1f3963bd20,7b1b7f96dc60
46a448b7d3768aa9,tuf,XRIUV,1259,7f6e4b9553,617c250348c3
df6e15d88350e843,reg,SKUAV,9069,283537941b,af019d6892f2
f129a682ea3b6928,ace,SKUAV,6616,80032d4241,aff079aefea7
8bef222e724c2d7a,xlw,SKUAV,9718,e6fc474163,5f1ee1c9e7f2
d7d68b84e12e87cb,jbz,UUXDK,9676,cb439b2cf4,f1324ceeb78b
f92643a778e0e0d8,tuf,WATJZ,3174,d312747e92,ad0f2f311b67
063234acb297c900,yar,UUXDK,1786,dde854b2e8,3b679e4873ec
f12a92e6d41f6758,zxn,TNWBH,1714,9011ee1a43,f96a85307515
566fb992849bb753,dtf,SFGVS,3630,95b00b05b3,436e9c8ffcff
e4b920eb28b45425,fyj,SKUAV,1629,283537941b,21bbaebe7c61
17fdebc41fffc789,yar,UUXDK,1786,24a75a93fd,3b679e4873ec
f59be9685d0224a1,qvg,TNWBH,1672,9011ee1a43,1e5521f599a7
d91ac29c7301a8c2,ace,CPATY,8801,a7d20bc820,9fea1d4b85da
f5af3758d1ff4c12,jbz,WRDMH,0176,5250fc679b,4446cbacc36b
98d76008ff3f6308,rme,KDXGP,1786,93e7316597,9d62f701ffbe
613ac5c12f71928c,ace,KDXGP,8801,5d4ff977ed,9fea1d4b85da
8815ccaa1efe423c,tuf,FFDRW,3174,b6fe092e16,ad0f2f311b67
4d3b4de1360d7046,zmp,TKQJJ,1629,7748687c3a,8ad526550235
e27b47187dd3d3d3,xhg,UUXDK,9846,cb439b2cf4,795b26c9a350
b939f4555cefbc35,qvg,FFQCT,1672,dc05161525,1e5521f599a7
4d58c857de12da79,plz,KDXGP,6889,5d4ff977ed,1e0603faaa28
ea41762ddf067b40,seq,TKQJJ,0176,7748687c3a,6d9c23fff3ee
995b1d4255682bd9,cfy,SFGVS,9846,369dd4a740,2e75ba400114
b26103063ee3026b,wku,KTSKQ,3112,862de20e2a,a93f135b8ed2
ab92ae0f6cbdd04b,zmp,RACKQ,1629,43f89cf2f7,8ad526550235
557170685b936e39,ace,OXIKM,3174,70c48b7a77,ca7d3d2f9a7f
e531b6ed551a82f8,nxm,FYFTN,1259,2af71c6784,e9a2e601060c
4f99b7833d56ed07,xor,KTSKQ,8361,781c8e1169,05541338b580
83ab67849c0ad9e3,dtf,FFDRW,8716,b6fe092e16,09a56aaf974c
1ce09fdf0a0f48f1,qvg,CYFTC,0241,be97904950,6afe88f6eb5d
fab7286ce87de0e9,dtf,UUXDK,3630,dde854b2e8,436e9c8ffcff
ae2270659c3871d9,nzu,KDXGP,8716,8fd5d44990,b48a7d310c29
c9ebaf08745792cc,nzu,IAJYM,8361,d2b24d2829,fe4f3d951650
f871aaa891e633e3,msp,WMJTI,3604,47dcbb45fe,18baadfdc8d1
953fe4443df70707,jbz,LKFXR,9676,b1d03c3a6d,f1324ceeb78b
fa59d46a0fcf9f53,fki,MPTOI,3689,bbc87e6905,ad1136c4e2a1
593d942ff1bf6aed,tuf,XRIUV,8361,db342233ee,38aee69eb96e
b44e89143d30d117,qvg,FFQCT,0241,dc05161525,6afe88f6eb5d
b4e228d55fb0323b,nzu,KTSKQ,8361,862de20e2a,fe4f3d951650
e065557d64adad78,cfy,SFGVS,9718,95b00b05b3,f79b62e79d8b
fa0a5dde0d351659,plz,CYFTC,6889,3efab7a032,1e0603faaa28
274a8dd07ea7bf98,ace,JPDAB,3174,d1d5d43d29,ca7d3d2f9a7f
600c5870ad7e0e8f,cgj,IAJYM,6290,d2b24d2829,cbc5495200f8
304d885704c5c9bb,nzu,KTSKQ,8716,a62b425ed2,b48a7d310c29
20d352e0c7da2daf,cfy,WATJZ,9718,2ec1b10bd3,f79b62e79d8b
389a7cf684a9ccd9,ace,WRDMH,2155,5250fc679b,c56ced888b8c
f5cc547b9f0512ca,duk,FFQCT,1672,c281526710,94b71d9363b3
2c2c3da82e085250,msp,KTSKQ,3604,8a8e06719b,18baadfdc8d1
b2eba9ef6d88d52e,reg,WMJTI,9069,ead22fde58,af019d6892f2
c3f560575152a2c8,wku,WATJZ,2155,a430d905f8,f0fd168049cd
9f197caf87163b3d,seq,WMJTI,0176,f2c81869ce,6d9c23fff3ee
e285777ce42fd8a2,cfy,RACKQ,3087,43f89cf2f7,a38e95f63333
92b545d39a3477a5,zcx,EYBIE,2513,7a18c55f6f,02c0059bf7d4
daef475eb87f67f9,xlw,FYFTN,9718,2af71c6784,5f1ee1c9e7f2
8d465139de17b318,jbz,KDXGP,3112,74b98ecf75,373988238c4c
f72b0201919c24f6,nxm,TQUSG,3174,a3266364ed,46a0e8c295ae
de09c124e5079bd4,nzu,EYBIE,8716,aeec3aac0c,b48a7d310c29
b986642bba1864e8,ace,CYFTC,8801,d885108a2c,9fea1d4b85da
172b0aba265a5012,sxy,EYBIE,2312,7a18c55f6f,6c3ffb32386a
2e5b34a4b6489319,ker,MPTOI,1259,bbc87e6905,30c95a84414e
3ef08f1db9154b67,ace,CYFTC,6616,e9a4ff0b6f,aff079aefea7
22cda58aeddcc86b,xor,KTSKQ,1672,21bee10210,8926fc453bfd
b44c6edeca3dabc4,dtf,UUXDK,8716,dde854b2e8,09a56aaf974c
d60d07875049aba8,cfy,KDXGP,9846,e01e6a26ac,2e75ba400114
232765cc20127cde,yev,KDXGP,1743,5d4ff977ed,5a5fd3331e49
7c0d294fc6eeb2ed,cfy,FGTQQ,1672,8a7302292a,d9acedb8b93c
ba3b0526511af625,nxm,CYFTC,2513,e9a4ff0b6f,3c3684e8b1cd
83c1706bfb682af7,bjd,VHFLE,1869,802c9e9853,19904f639461
6f87f49fbe43eb2e,dtf,DYCIB,2155,55990a026b,2f5a9c3351e0
365f67fe9546c3fb,yev,EYBIE,5937,a3423b809d,559bc4b27ca6
db4dfeacad39a421,ojy,UUXDK,8415,24a75a93fd,c85f8d0a2ae5
84f06e65bf87899d,cgj,KNOWX,7272,cd3df69b9a,aae03b6583a0
3abdf188c0d0961a,zmp,VMTKB,1629,81f2ec4c65,8ad526550235
2e32c9e693c63bc0,qvg,TQUSG,1672,f26f8eb3aa,1e5521f599a7
a626b901434fdfc0,reg,WMJTI,9069,7e64c6c747,af019d6892f2
3778b927e920ac85,msp,OXIKM,3604,40645e4de3,18baadfdc8d1
092ff391511fedb1,yar,KDXGP,9718,74b98ecf75,829eb09ee08b
1ca6ea952fff01b2,cfy,WMJTI,9718,3f7d2b3e21,f79b62e79d8b
e7534182f142ef21,ojy,KNOWX,8415,6a9f674e15,c85f8d0a2ae5
05a6e6786427ff14,dtf,WRDMH,8716,5250fc679b,09a56aaf974c
13163ed1e75f089e,dtf,KDXGP,8716,3b60ebfb91,09a56aaf974c
7ab7e18b8c7e692e,cfy,JPDAB,2155,40662e339b,f8e7fb3c99f5
148508748d0f5845,cwu,KTSKQ,7083,a62b425ed2,fefcac7f1df0
e754a5852ba01803,nzu,KDXGP,8361,93e7316597,fe4f3d951650
006d9e2212282723,yev,FFDRW,5937,b6fe092e16,559bc4b27ca6
17fb90e3b19c513a,xhg,VHFLE,9846,4784f92251,795b26c9a350
ebb20376121be936,ace,EYBIE,3174,7a18c55f6f,ca7d3d2f9a7f
076085e2629ea42d,nzu,WATJZ,9676,d312747e92,4b663d9f8ed8
79cffc9e1e0eaba8,fki,VHFLE,3689,802c9e9853,ad1136c4e2a1
ac046d83125eaa08,ojy,UUXDK,3174,6907205f8f,145ea0a7d393
ba475c5b99991720,tvo,EYBIE,7964,a3423b809d,a7abb6800cbe
0430135d3851bd46,ace,UUXDK,6616,6907205f8f,aff079aefea7
4fe4484399403a5c,plz,UUXDK,8415,24a75a93fd,55a959ffe748
b3ae4a654f1258ac,fyj,OXIKM,1629,40645e4de3,21bbaebe7c61
3adb85a3f5692464,sxy,XRIUV,2312,7f6e4b9553,6c3ffb32386a
39157c2a699ad6f1,nmz,VHFLE,1714,4784f92251,24e53d45c6b9
6fa1c0826308d520,jbz,KDXGP,9676,1ec2b5a6d2,f1324ceeb78b
6b324627f9699664,fyj,RACKQ,2312,aff5029f23,a197458dd54c
c3824422f2228a6f,yar,MPTOI,1786,715f79fabb,3b679e4873ec
ab517c9fea305dd9,jbz,UUXDK,0176,3dd5674a2b,4446cbacc36b
1d9ba8ddbfe1b41a,wdm,WATJZ,0075,a430d905f8,bcc5bf01e9be
39810bb6247ccb6a,yar,LKFXR,9718,ca0dc87506,829eb09ee08b
f6ac658034444775,wku,VHFLE,2155,802c9e9853,f0fd168049cd
be5aa3c6d3c2695d,jbz,KTSKQ,3112,a62b425ed2,373988238c4c
7e7f2ff616ece0c1,zcx,JPDAB,2513,ebaad7b53b,02c0059bf7d4
3d0eaf38c1d3a042,yar,JPDAB,4473,40662e339b,c5bb504a1bc8
22161e48802fb75b,yar,CYFTC,0241,be97904950,a6435a3674b0
ac7a55633e77b10a,zxn,UUXDK,1714,00382573df,f96a85307515
86e63ad751a52156,tuf,WATJZ,8361,a430d905f8,38aee69eb96e
a198c60ae05684e2,zxn,FFDRW,1714,b6fe092e16,f96a85307515
695a10497550e223,cfy,DYCIB,9846,55990a026b,2e75ba400114
8f92a5f5314afa92,bej,EYBIE,1714,a3423b809d,f8e0bfe78ad0
9e04ea254637aa34,dtf,DYCIB,8716,55990a026b,09a56aaf974c
da4b993e9b9c4517,xdb,KDXGP,6497,74b98ecf75,bf54e302e335
995153bc45520085,zmp,UUXDK,1629,00382573df,8ad526550235
9ae8adfe0d51622a,fyj,WRDMH,6497,bd0a7842c0,cbdf10505ab7
76def93eda768622,tuf,EYBIE,3174,7a18c55f6f,ad0f2f311b67
6bdfb899d7c166d3,xor,JPDAB,5610,40662e339b,09d0af1ae1d7
bd99e729558b2d8f,xor,WMJTI,1672,47dcbb45fe,8926fc453bfd
6853ae871fa9aa48,zxn,WMJTI,1714,ead22fde58,f96a85307515
609b14ee243434b5,bjd,CPATY,1869,a7d20bc820,19904f639461
f217c578d00c3330,nzu,WRDMH,9676,bd0a7842c0,4b663d9f8ed8
2bd3b16dca05c9b1,fki,KTSKQ,3689,862de20e2a,ad1136c4e2a1
bc13ea03f26d0228,yar,TKQJJ,9718,8c6cdc5a7e,829eb09ee08b
ced3f87c6cf4866d,cfy,TQUSG,9846,a13e9ec5b2,2e75ba400114
f165bc1831516fbd,qvg,DYCIB,0241,55990a026b,6afe88f6eb5d
67ebca7a4dfed9a2,xdb,FFDRW,1054,e16e12bf08,0b2d34829745
f15d4bca9a1dfad6,ojy,CYFTC,3174,537911a003,145ea0a7d393
1b6a23e7304500cc,yev,CYFTC,7964,f38220bf40,d86cbb044ad2
256da396e1cfc827,nxm,TKQJJ,2513,7748687c3a,3c3684e8b1cd
c2e721929d465339,ace,TQUSG,2155,f26f8eb3aa,c56ced888b8c
339c51000f8ee522,eoh,KTSKQ,1714,e41dc0ca45,c02284a7b0d3
ab41c3c4fa3c6920,fki,CYFTC,3689,d885108a2c,ad1136c4e2a1
6e0fdbfd903bb160,xhg,EYBIE,6616,fe55aede36,fc3c77f8a2c5
3be918712d8fed01,cfy,IAJYM,9846,d2b24d2829,2e75ba400114
d01e011c4d24b514,nxm,KTSKQ,2513,781c8e1169,3c3684e8b1cd
fb0520884c033f09,fyj,FGTQQ,6497,8a7302292a,cbdf10505ab7
d225cf977d3d983c,ace,MPTOI,3174,f3398e2c2a,ca7d3d2f9a7f
3c5d8f85aec7a37d,yev,VMTKB,7964,81f2ec4c65,d86cbb044ad2
d507555a16b7c44c,fki,KTSKQ,3689,21bee10210,ad1136c4e2a1
a6a0ec72b7f7abcb,dtf,IAJYM,3630,d2b24d2829,436e9c8ffcff
46de2373f0a15a63,yev,JPDAB,5610,40662e339b,65368eb62540
097fd5504f23515d,sxy,KDXGP,2312,5d4ff977ed,6c3ffb32386a
85e12da74e659ba5,duk,XRIUV,1672,2d39042d65,94b71d9363b3
30cc17e5026c159b,dtf,TQUSG,8716,a3266364ed,09a56aaf974c
8ca845972fdedd0b,eoh,WATJZ,1714,d312747e92,c02284a7b0d3
b221405a9375849a,xor,MPTOI,8361,bbc87e6905,05541338b580
3ca72afd3cb75ca0,ojy,KNOWX,8415,6a9f674e15,c85f8d0a2ae5
8123050edc2a3a05,ojy,KTSKQ,3174,8a8e06719b,145ea0a7d393
82ea40b8ba839a25,dtf,SKUAV,2155,e6fc474163,2f5a9c3351e0
b99d659d3e23af52,cfy,RACKQ,2155,43f89cf2f7,f8e7fb3c99f5
b78b9115a6d81488,cfy,FYFTN,2155,6dd181d9d7,f8e7fb3c99f5
db7fbad6e853186c,ace,RACKQ,3174,aff5029f23,ca7d3d2f9a7f
434c06ce5b352dfe,cgj,OXIKM,7272,70c48b7a77,aae03b6583a0
98178288c0dd6c2f,xlw,FFDRW,9718,b6fe092e16,5f1ee1c9e7f2
8af92b1f7400be82,wxz,EYBIE,5412,afb95b6e04,ebcc3a9f13a2
da3854bc33a7bf2b,cgj,VHFLE,7272,4784f92251,aae03b6583a0
82be0cee41d885b6,seq,KDXGP,8415,8fd5d44990,dc65eb50a724
019decf33c57d5b7,cgj,EYBIE,2312,aeec3aac0c,62d723c9e65b
c47acc0844f53636,xor,WMJTI,5610,f2c81869ce,09d0af1ae1d7
57b908d70240ddf6,yar,FFDRW,4473,c305fb2521,c5bb504a1bc8
bc48dbd1deabdb19,cfy,FFQCT,9846,c281526710,2e75ba400114
fa207309bf2254a8,nzu,VHFLE,8716,75187b3fbc,b48a7d310c29
90f7e465a4eaaaf5,reg,KDXGP,1054,8fd5d44990,bc883fe0172b
4601c0bd739c6b30,xte,KTSKQ,3112,862de20e2a,0c98fd1d552c
32cab4630d0a59bc,wdm,CYFTC,7083,f38220bf40,836f9157f5d7
4394c28397859362,fyj,EYBIE,2312,aeec3aac0c,a197458dd54c
a096131d112bbb26,brl,UUXDK,7124,dde854b2e8,4d564a07e0ff
833e93e5d1957235,ace,VHFLE,2155,75187b3fbc,c56ced888b8c
3090fd36c60f717e,bjd,MPTOI,1869,f3398e2c2a,19904f639461
e07f3190ee13584a,msp,EYBIE,7964,afb95b6e04,9838fc96d5c3
d853cd819f1cc0c9,duk,JPDAB,1672,40662e339b,94b71d9363b3
30b10ff28ef55fd5,ace,TQUSG,8801,f26f8eb3aa,9fea1d4b85da
7ad4792acd64f2ba,msp,IAJYM,7964,d2b24d2829,9838fc96d5c3
e1eec0f54792535c,plz,KTSKQ,6313,781c8e1169,91c15b1f0ca7
a2a0790247f6efd5,cgj,CYFTC,2312,14b40b22d0,62d723c9e65b
f1413b9e96802fbb,seq,SKUAV,0176,80032d4241,6d9c23fff3ee
67252e07ecbd9d4c,xlw,WRDMH,9718,bd0a7842c0,5f1ee1c9e7f2
7ba297890f923f9f,yar,KNOWX,0241,6a9f674e15,a6435a3674b0
280e1f0ba8017ec9,cgj,JPDAB,7272,9fff632e65,aae03b6583a0
5de56c3adf9497a9,ojy,SFGVS,3174,95b00b05b3,145ea0a7d393
443e970d314736ae,udm,GVLAE,1786,dece9c2791,4971f030d315
099c50df8cef6921,yev,EYBIE,1743,3a91e70f72,5a5fd3331e49
d7ec930ae34742c2,ace,XRIUV,4244,7a644dd7d1,6220e285a84d
4c68b8d3ae37601f,qvg,VMTKB,1672,81f2ec4c65,1e5521f599a7
8a2f02658ff19c25,yar,XRIUV,4473,7a644dd7d1,c5bb504a1bc8
